GeneID	GOTerm	GOTermDescription	Description	Alias	EntrezID	Source
TOP3	GO:0003677	"""DNA binding"""	DNA Topoisomerase III	YLR234W|EDR1|DNA topoisomerase 3	20180922	InterPro
POL1	GO:0003677	"""DNA binding"""	Catalytic subunit of the DNA polymerase I alpha-primase complex	YNL102W|CDC17|CRT5|HPR3|DNA-directed DNA polymerase alpha catalytic subunit POL1	20180922	InterPro
POL1	GO:0003677	"""DNA binding"""	Catalytic subunit of the DNA polymerase I alpha-primase complex	YNL102W|CDC17|CRT5|HPR3|DNA-directed DNA polymerase alpha catalytic subunit POL1	20180922	UniProt
RPO41	GO:0003677	"""DNA binding"""	Mitochondrial RNA polymerase	YFL036W|DNA-directed RNA polymerase	20180922	InterPro
HAP3	GO:0003677	"""DNA binding"""	Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex	YBL021C	20180922	UniProt
STE12	GO:0003677	"""DNA binding"""	Transcription factor that is activated by a MAPK signaling cascade	YHR084W|homeodomain family transcription factor STE12	20180922	UniProt
DAT1	GO:0003677	"""DNA binding"""	DNA binding protein that recognizes oligo(dA).oligo(dT) tracts	YML113W	20180922	UniProt
INO4	GO:0003677	"""DNA binding"""	Transcription factor involved in phospholipid synthesis	YOL108C	20180922	UniProt
HAP4	GO:0003677	"""DNA binding"""	Transcription factor	YKL109W|transcription factor HAP4	20180922	InterPro
HAP4	GO:0003677	"""DNA binding"""	Transcription factor	YKL109W|transcription factor HAP4	20180922	UniProt
REV3	GO:0003677	"""DNA binding"""	Catalytic subunit of DNA polymerase zeta	YPL167C|PSO1	20180922	InterPro
REV3	GO:0003677	"""DNA binding"""	Catalytic subunit of DNA polymerase zeta	YPL167C|PSO1	20180922	UniProt
ABF1	GO:0003677	"""DNA binding"""	DNA binding protein with possible chromatin-reorganizing activity	YKL112W|SBF1|GFI|BAF1|OBF1|REB2|DNA-binding protein ABF1|SBF-B	20180922	UniProt
MTF1	GO:0003677	"""DNA binding"""	Mitochondrial RNA polymerase specificity factor	YMR228W|RNA polymerase specificity factor	20180922	UniProt
POL3	GO:0003677	"""DNA binding"""	Catalytic subunit of DNA polymerase delta	YDL102W|CDC2|HPR6|TEX1|DNA-directed DNA polymerase delta POL3	20180922	InterPro
POL3	GO:0003677	"""DNA binding"""	Catalytic subunit of DNA polymerase delta	YDL102W|CDC2|HPR6|TEX1|DNA-directed DNA polymerase delta POL3	20180922	UniProt
POL30	GO:0003677	"""DNA binding"""	Proliferating cell nuclear antigen (PCNA)	YBR088C|PCNA|proliferating cell nuclear antigen	20180922	UniProt
MIP1	GO:0003677	"""DNA binding"""	Mitochondrial DNA polymerase gamma	YOR330C|DNA-directed DNA polymerase gamma MIP1	20180922	InterPro
MIP1	GO:0003677	"""DNA binding"""	Mitochondrial DNA polymerase gamma	YOR330C|DNA-directed DNA polymerase gamma MIP1	20180922	InterPro
MIP1	GO:0003677	"""DNA binding"""	Mitochondrial DNA polymerase gamma	YOR330C|DNA-directed DNA polymerase gamma MIP1	20180922	UniProt
POL30	GO:0003677	"""DNA binding"""	Proliferating cell nuclear antigen (PCNA)	YBR088C|PCNA|proliferating cell nuclear antigen	20180922	InterPro
POL30	GO:0003677	"""DNA binding"""	Proliferating cell nuclear antigen (PCNA)	YBR088C|PCNA|proliferating cell nuclear antigen	20180922	InterPro
POL30	GO:0003677	"""DNA binding"""	Proliferating cell nuclear antigen (PCNA)	YBR088C|PCNA|proliferating cell nuclear antigen	20180922	InterPro
RPB3	GO:0003677	"""DNA binding"""	RNA polymerase II third largest subunit B44	YIL021W|B44|DNA-directed RNA polymerase II core subunit RPB3	20180922	InterPro
CBF1	GO:0003677	"""DNA binding"""	Basic helix-loop-helix (bHLH) protein	YJR060W|CP1|CEP1|CPF1|GFII	20180922	UniProt
VMA1	GO:0003677	"""DNA binding"""	Subunit A of the V1 peripheral membrane domain of V-ATPase	YDL185W|CLS8|TFP1|H(+)-transporting V1 sector ATPase subunit A	20180922	UniProt
VMA1	GO:0003677	"""DNA binding"""	Subunit A of the V1 peripheral membrane domain of V-ATPase	YDL185W|CLS8|TFP1|H(+)-transporting V1 sector ATPase subunit A	20180922	InterPro
EST1	GO:0003677	"""DNA binding"""	TLC1 RNA-associated factor involved in telomere length regulation	YLR233C	20180922	UniProt
RPC31	GO:0003677	"""DNA binding"""	RNA polymerase III subunit C31	YNL151C|ACP2|RPC8|C31|DNA-directed RNA polymerase III subunit C31	20180922	UniProt
TEC1	GO:0003677	"""DNA binding"""	Transcription factor targeting filamentation genes and Ty1 expression	YBR083W|ROC1	20180922	UniProt
RDS2	GO:0003677	"""DNA binding"""	Transcription factor involved in regulating gluconeogenesis	YPL133C	20180922	UniProt
YAP1	GO:0003677	"""DNA binding"""	Basic leucine zipper (bZIP) transcription factor	YML007W|PAR1|SNQ3|PDR4|DNA-binding transcription factor YAP1	20180922	UniProt
HOP1	GO:0003677	"""DNA binding"""	Meiosis-specific protein required for chromosome synapsis	YIL072W	20180922	UniProt
SFL1	GO:0003677	"""DNA binding"""	Transcriptional repressor and activator	YOR140W	20180922	UniProt
RPB5	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC27	YBR154C|ABC27|DNA-directed RNA polymerase core subunit RPB5	20180922	InterPro
RPB5	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC27	YBR154C|ABC27|DNA-directed RNA polymerase core subunit RPB5	20180922	InterPro
RPB5	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC27	YBR154C|ABC27|DNA-directed RNA polymerase core subunit RPB5	20180922	InterPro
RPB5	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC27	YBR154C|ABC27|DNA-directed RNA polymerase core subunit RPB5	20180922	InterPro
RPB8	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC14.5	YOR224C|ABC14.5|DNA-directed RNA polymerase core subunit RPB8	20180922	UniProt
RPO26	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC23	YPR187W|ABC23|RPB6|DNA-directed RNA polymerase core subunit RPO26	20180922	InterPro
RPO26	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC23	YPR187W|ABC23|RPB6|DNA-directed RNA polymerase core subunit RPO26	20180922	InterPro
RPO26	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC23	YPR187W|ABC23|RPB6|DNA-directed RNA polymerase core subunit RPO26	20180922	InterPro
RPO26	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC23	YPR187W|ABC23|RPB6|DNA-directed RNA polymerase core subunit RPO26	20180922	InterPro
RPO26	GO:0003677	"""DNA binding"""	RNA polymerase subunit ABC23	YPR187W|ABC23|RPB6|DNA-directed RNA polymerase core subunit RPO26	20180922	InterPro
PRI2	GO:0003677	"""DNA binding"""	Subunit of DNA primase	YKL045W|DNA primase subunit PRI2	20180922	UniProt
REB1	GO:0003677	"""DNA binding"""	RNA polymerase I enhancer binding protein	YBR049C|GRF2|DNA-binding protein REB1	20180922	UniProt
DAL81	GO:0003677	"""DNA binding"""	Positive regulator of genes in multiple nitrogen degradation pathways	YIR023W|UGA35|DURL	20180922	InterPro
DAL81	GO:0003677	"""DNA binding"""	Positive regulator of genes in multiple nitrogen degradation pathways	YIR023W|UGA35|DURL	20180922	UniProt
REB1	GO:0003677	"""DNA binding"""	RNA polymerase I enhancer binding protein	YBR049C|GRF2|DNA-binding protein REB1	20180922	InterPro
SNF2	GO:0003677	"""DNA binding"""	Catalytic subunit of the SWI/SNF chromatin remodeling complex	YOR290C|GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2	20180922	InterPro
BAS1	GO:0003677	"""DNA binding"""	Myb-related transcription factor	YKR099W	20180922	InterPro
BAS1	GO:0003677	"""DNA binding"""	Myb-related transcription factor	YKR099W	20180922	UniProt
RPA135	GO:0003677	"""DNA binding"""	RNA polymerase I second largest subunit A135	YPR010C|A135|RPA2|RRN2|SRP3|DNA-directed RNA polymerase I core subunit RPA135	20180922	InterPro
RPA135	GO:0003677	"""DNA binding"""	RNA polymerase I second largest subunit A135	YPR010C|A135|RPA2|RRN2|SRP3|DNA-directed RNA polymerase I core subunit RPA135	20180922	InterPro
RPA135	GO:0003677	"""DNA binding"""	RNA polymerase I second largest subunit A135	YPR010C|A135|RPA2|RRN2|SRP3|DNA-directed RNA polymerase I core subunit RPA135	20180922	InterPro
RPA135	GO:0003677	"""DNA binding"""	RNA polymerase I second largest subunit A135	YPR010C|A135|RPA2|RRN2|SRP3|DNA-directed RNA polymerase I core subunit RPA135	20180922	InterPro
RPA135	GO:0003677	"""DNA binding"""	RNA polymerase I second largest subunit A135	YPR010C|A135|RPA2|RRN2|SRP3|DNA-directed RNA polymerase I core subunit RPA135	20180922	InterPro
RPA135	GO:0003677	"""DNA binding"""	RNA polymerase I second largest subunit A135	YPR010C|A135|RPA2|RRN2|SRP3|DNA-directed RNA polymerase I core subunit RPA135	20180922	InterPro
RPA135	GO:0003677	"""DNA binding"""	RNA polymerase I second largest subunit A135	YPR010C|A135|RPA2|RRN2|SRP3|DNA-directed RNA polymerase I core subunit RPA135	20180922	InterPro
RPA135	GO:0003677	"""DNA binding"""	RNA polymerase I second largest subunit A135	YPR010C|A135|RPA2|RRN2|SRP3|DNA-directed RNA polymerase I core subunit RPA135	20180922	InterPro
RET1	GO:0003677	"""DNA binding"""	Second-largest subunit of RNA polymerase III	YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1	20180922	InterPro
RET1	GO:0003677	"""DNA binding"""	Second-largest subunit of RNA polymerase III	YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1	20180922	InterPro
RET1	GO:0003677	"""DNA binding"""	Second-largest subunit of RNA polymerase III	YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1	20180922	InterPro
RET1	GO:0003677	"""DNA binding"""	Second-largest subunit of RNA polymerase III	YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1	20180922	InterPro
RET1	GO:0003677	"""DNA binding"""	Second-largest subunit of RNA polymerase III	YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1	20180922	InterPro
RET1	GO:0003677	"""DNA binding"""	Second-largest subunit of RNA polymerase III	YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1	20180922	InterPro
RET1	GO:0003677	"""DNA binding"""	Second-largest subunit of RNA polymerase III	YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1	20180922	InterPro
RET1	GO:0003677	"""DNA binding"""	Second-largest subunit of RNA polymerase III	YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1	20180922	InterPro
RET1	GO:0003677	"""DNA binding"""	Second-largest subunit of RNA polymerase III	YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1	20180922	InterPro
CHL1	GO:0003677	"""DNA binding"""	Probable DNA helicase	YPL008W|MCM12|CTF1|LPA9	20180922	InterPro
CHL1	GO:0003677	"""DNA binding"""	Probable DNA helicase	YPL008W|MCM12|CTF1|LPA9	20180922	UniProt
APN1	GO:0003677	"""DNA binding"""	Major apurinic/apyrimidinic endonuclease	YKL114C|DNA-(apurinic or apyrimidinic site) lyase APN1	20180922	InterPro
SPO11	GO:0003677	"""DNA binding"""	Meiosis-specific protein that initiates meiotic recombination	YHL022C	20180922	InterPro
SPO11	GO:0003677	"""DNA binding"""	Meiosis-specific protein that initiates meiotic recombination	YHL022C	20180922	InterPro
SPO11	GO:0003677	"""DNA binding"""	Meiosis-specific protein that initiates meiotic recombination	YHL022C	20180922	InterPro
SPO11	GO:0003677	"""DNA binding"""	Meiosis-specific protein that initiates meiotic recombination	YHL022C	20180922	UniProt
RPI1	GO:0003677	"""DNA binding"""	"Transcription factor, allelic differences between S288C and Sigma1278b"	YIL119C	20180922	UniProt
MCM3	GO:0003677	"""DNA binding"""	Protein involved in DNA replication	YEL032W|MCM DNA helicase complex subunit MCM3	20180922	InterPro
MCM3	GO:0003677	"""DNA binding"""	Protein involved in DNA replication	YEL032W|MCM DNA helicase complex subunit MCM3	20180922	InterPro
MCM3	GO:0003677	"""DNA binding"""	Protein involved in DNA replication	YEL032W|MCM DNA helicase complex subunit MCM3	20180922	InterPro
MCM3	GO:0003677	"""DNA binding"""	Protein involved in DNA replication	YEL032W|MCM DNA helicase complex subunit MCM3	20180922	UniProt
DPB2	GO:0003677	"""DNA binding"""	Second largest subunit of DNA polymerase II (DNA polymerase epsilon)	YPR175W|DNA polymerase epsilon noncatalytic subunit	20180922	InterPro
DPB2	GO:0003677	"""DNA binding"""	Second largest subunit of DNA polymerase II (DNA polymerase epsilon)	YPR175W|DNA polymerase epsilon noncatalytic subunit	20180922	InterPro
DPB2	GO:0003677	"""DNA binding"""	Second largest subunit of DNA polymerase II (DNA polymerase epsilon)	YPR175W|DNA polymerase epsilon noncatalytic subunit	20180922	UniProt
ROX1	GO:0003677	"""DNA binding"""	Heme-dependent repressor of hypoxic genes	YPR065W|REO1	20180922	UniProt
NAP1	GO:0003677	"""DNA binding"""	Histone chaperone	YKR048C|histone chaperone NAP1	20180922	UniProt
RAD57	GO:0003677	"""DNA binding"""	Protein that stimulates strand exchange	YDR004W|putative DNA-dependent ATPase RAD57	20180922	InterPro
RAD57	GO:0003677	"""DNA binding"""	Protein that stimulates strand exchange	YDR004W|putative DNA-dependent ATPase RAD57	20180922	InterPro
SWI4	GO:0003677	"""DNA binding"""	DNA binding component of the SBF complex (Swi4p-Swi6p)	YER111C|ART1|SBF complex DNA-binding subunit SWI4	20180922	UniProt
SWI4	GO:0003677	"""DNA binding"""	DNA binding component of the SBF complex (Swi4p-Swi6p)	YER111C|ART1|SBF complex DNA-binding subunit SWI4	20180922	InterPro
MSH3	GO:0003677	"""DNA binding"""	Mismatch repair protein	YCR092C|mismatch repair protein MSH3	20180922	UniProt
SNT1	GO:0003677	"""DNA binding"""	Subunit of the Set3C deacetylase complex	YCR033W	20180922	InterPro
SNT1	GO:0003677	"""DNA binding"""	Subunit of the Set3C deacetylase complex	YCR033W	20180922	UniProt
HCM1	GO:0003677	"""DNA binding"""	Forkhead transcription factor	YCR065W	20180922	UniProt
YCL019W	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YCL019W|gag-pol fusion protein	20180922	UniProt
RPC53	GO:0003677	"""DNA binding"""	RNA polymerase III subunit C53	YDL150W|RPC4|C53|DNA-directed RNA polymerase III subunit C53	20180922	InterPro
RAD51	GO:0003677	"""DNA binding"""	Strand exchange protein	YER095W|MUT5|recombinase RAD51	20180922	InterPro
RAD51	GO:0003677	"""DNA binding"""	Strand exchange protein	YER095W|MUT5|recombinase RAD51	20180922	InterPro
RAD51	GO:0003677	"""DNA binding"""	Strand exchange protein	YER095W|MUT5|recombinase RAD51	20180922	InterPro
GBP2	GO:0003677	"""DNA binding"""	Poly(A+) RNA-binding protein	YCL011C|RLF6|single-stranded telomeric DNA-binding/mRNA-binding protein	20180922	UniProt
MGT1	GO:0003677	"""DNA binding"""	DNA repair methyltransferase (6-O-methylguanine-DNA methylase)	YDL200C|MGMT|methylated-DNA--protein-cysteine methyltransferase	20180922	UniProt
MSH1	GO:0003677	"""DNA binding"""	DNA-binding protein of the mitochondria	YHR120W|mismatch repair ATPase MSH1	20180922	UniProt
MSH2	GO:0003677	"""DNA binding"""	Protein that binds to DNA mismatches	YOL090W|PMS5|mismatch repair ATPase MSH2	20180922	UniProt
DAL80	GO:0003677	"""DNA binding"""	Negative regulator of genes in multiple nitrogen degradation pathways	YKR034W|UGA43	20180922	UniProt
RFA2	GO:0003677	"""DNA binding"""	Subunit of heterotrimeric Replication Protein A (RPA)	YNL312W|BUF1|RPA2|RPA32	20180922	InterPro
RFA2	GO:0003677	"""DNA binding"""	Subunit of heterotrimeric Replication Protein A (RPA)	YNL312W|BUF1|RPA2|RPA32	20180922	UniProt
UGA3	GO:0003677	"""DNA binding"""	Transcriptional activator for GABA-dependent induction of GABA genes	YDL170W	20180922	UniProt
RFA3	GO:0003677	"""DNA binding"""	Subunit of heterotrimeric Replication Protein A (RPA)	YJL173C|RPA3|RPA14	20180922	InterPro
RFA3	GO:0003677	"""DNA binding"""	Subunit of heterotrimeric Replication Protein A (RPA)	YJL173C|RPA3|RPA14	20180922	InterPro
NSR1	GO:0003677	"""DNA binding"""	Nucleolar protein that binds nuclear localization sequences	YGR159C|SHE5	20180922	UniProt
MIG1	GO:0003677	"""DNA binding"""	Transcription factor involved in glucose repression	YGL035C|CAT4|SSN1|TDS22|transcription factor MIG1	20180922	UniProt
FUN19	GO:0003677	"""DNA binding"""	Non-essential protein of unknown function	YAL034C	20180922	InterPro
RAD14	GO:0003677	"""DNA binding"""	Protein that recognizes and binds damaged DNA during NER	YMR201C	20180922	UniProt
RAD16	GO:0003677	"""DNA binding"""	Nucleotide excision repair (NER) protein	YBR114W|PSO5|DNA repair protein RAD16	20180922	UniProt
NTG1	GO:0003677	"""DNA binding"""	DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase	YAL015C|FUN33|SCR1|ogg2|bifunctional N-glycosylase/AP lyase NTG1	20180922	InterPro
FUN30	GO:0003677	"""DNA binding"""	Snf2p family member with ATP-dependent chromatin remodeling activity	YAL019W|DNA-dependent ATPase FUN30	20180922	UniProt
DBF4	GO:0003677	"""DNA binding"""	Regulatory subunit of Cdc7p-Dbf4p kinase complex	YDR052C|DNA52|LSD7|protein serine/threonine kinase activating protein DBF4	20180922	UniProt
TFC1	GO:0003677	"""DNA binding"""	Subunit of RNA polymerase III transcription initiation factor complex	YBR123C|tau 95|transcription factor TFIIIC subunit TFC1	20180922	UniProt
MET4	GO:0003677	"""DNA binding"""	Leucine-zipper transcriptional activator	YNL103W	20180922	UniProt
RIM1	GO:0003677	"""DNA binding"""	ssDNA-binding protein essential for mitochondrial genome maintenance	YCR028C-A	20180922	UniProt
ZUO1	GO:0003677	"""DNA binding"""	Ribosome-associated chaperone	YGR285C|zuotin	20180922	UniProt
SWI3	GO:0003677	"""DNA binding"""	Subunit of the SWI/SNF chromatin remodeling complex	YJL176C|TYE2|HAF2	20180922	UniProt
SWI3	GO:0003677	"""DNA binding"""	Subunit of the SWI/SNF chromatin remodeling complex	YJL176C|TYE2|HAF2	20180922	InterPro
RTG1	GO:0003677	"""DNA binding"""	Transcription factor (bHLH) involved in interorganelle communication	YOL067C	20180922	UniProt
ECM32	GO:0003677	"""DNA binding"""	DNA dependent ATPase/DNA helicase	YER176W|MTT1|HEL1	20180922	UniProt
CHD1	GO:0003677	"""DNA binding"""	Chromatin remodeler that regulates various aspects of transcription	YER164W|chromatin-remodeling ATPase CHD1	20180922	UniProt
CHD1	GO:0003677	"""DNA binding"""	Chromatin remodeler that regulates various aspects of transcription	YER164W|chromatin-remodeling ATPase CHD1	20180922	InterPro
MGM101	GO:0003677	"""DNA binding"""	Protein with a role in mitochondrial DNA recombinational repair	YJR144W|MGM9	20180922	UniProt
YBL010C	GO:0003677	"""DNA binding"""	Putative protein of unknown function	YBL010C	20180922	UniProt
CDC13	GO:0003677	"""DNA binding"""	Single stranded DNA-binding protein found at TG1-3 telomere G-tails	YDL220C|EST4|telomere-binding protein CDC13	20180922	InterPro
CDC13	GO:0003677	"""DNA binding"""	Single stranded DNA-binding protein found at TG1-3 telomere G-tails	YDL220C|EST4|telomere-binding protein CDC13	20180922	UniProt
FZF1	GO:0003677	"""DNA binding"""	Transcription factor involved in sulfite metabolism	YGL254W|NRC299|RSU1|SUL1	20180922	UniProt
YKU70	GO:0003677	"""DNA binding"""	Subunit of the telomeric Ku complex (Yku70p-Yku80p)	YMR284W|HDF1|NES24|KU70|ATP-dependent DNA helicase YKU70	20180922	InterPro
YKU70	GO:0003677	"""DNA binding"""	Subunit of the telomeric Ku complex (Yku70p-Yku80p)	YMR284W|HDF1|NES24|KU70|ATP-dependent DNA helicase YKU70	20180922	InterPro
YKU70	GO:0003677	"""DNA binding"""	Subunit of the telomeric Ku complex (Yku70p-Yku80p)	YMR284W|HDF1|NES24|KU70|ATP-dependent DNA helicase YKU70	20180922	InterPro
YKU70	GO:0003677	"""DNA binding"""	Subunit of the telomeric Ku complex (Yku70p-Yku80p)	YMR284W|HDF1|NES24|KU70|ATP-dependent DNA helicase YKU70	20180922	UniProt
RAD5	GO:0003677	"""DNA binding"""	DNA helicase/Ubiquitin ligase	YLR032W|REV2|SNM2|DNA helicase RAD5	20180922	UniProt
RGT1	GO:0003677	"""DNA binding"""	Glucose-responsive transcription factor	YKL038W	20180922	UniProt
RAD54	GO:0003677	"""DNA binding"""	DNA-dependent ATPase that stimulates strand exchange	YGL163C|XRS1|DNA-dependent ATPase RAD54	20180922	UniProt
PDC2	GO:0003677	"""DNA binding"""	Transcription factor for thiamine-regulated genes	YDR081C	20180922	InterPro
TYE7	GO:0003677	"""DNA binding"""	Serine-rich protein that contains a bHLH DNA binding motif	YOR344C|SGC1	20180922	UniProt
PDR3	GO:0003677	"""DNA binding"""	Transcriptional activator of the pleiotropic drug resistance network	YBL005W|AMY2|TPE2|drug-responsive transcription factor PDR3	20180922	InterPro
PDR3	GO:0003677	"""DNA binding"""	Transcriptional activator of the pleiotropic drug resistance network	YBL005W|AMY2|TPE2|drug-responsive transcription factor PDR3	20180922	UniProt
CBF5	GO:0003677	"""DNA binding"""	Pseudouridine synthase catalytic subunit of box H/ACA snoRNPs	YLR175W|pseudouridine synthase CBF5	20180922	UniProt
TFC4	GO:0003677	"""DNA binding"""	Subunit of RNA polymerase III transcription initiation factor complex	YGR047C|PCF1|tau 131|transcription factor TFIIIC subunit TFC4	20180922	UniProt
RIM101	GO:0003677	"""DNA binding"""	Cys2His2 zinc-finger transcriptional repressor	YHL027W|RIM1|alkaline-responsive transcriptional regulator RIM101	20180922	UniProt
TFC3	GO:0003677	"""DNA binding"""	Subunit of RNA polymerase III transcription initiation factor complex	YAL001C|FUN24|TSV115|tau 138|transcription factor TFIIIC subunit TFC3	20180922	UniProt
YOX1	GO:0003677	"""DNA binding"""	Homeobox transcriptional repressor	YML027W	20180922	InterPro
YOX1	GO:0003677	"""DNA binding"""	Homeobox transcriptional repressor	YML027W	20180922	InterPro
YOX1	GO:0003677	"""DNA binding"""	Homeobox transcriptional repressor	YML027W	20180922	UniProt
YOX1	GO:0003677	"""DNA binding"""	Homeobox transcriptional repressor	YML027W	20180922	UniProt
ASH1	GO:0003677	"""DNA binding"""	Component of the Rpd3L histone deacetylase complex	YKL185W|DNA-binding transcription repressor ASH1	20180922	UniProt
HCS1	GO:0003677	"""DNA binding"""	Hexameric DNA polymerase alpha-associated DNA helicase A	YKL017C|DIP1|ATP-dependent 5'-3' DNA helicase HCS1	20180922	InterPro
SKI2	GO:0003677	"""DNA binding"""	Ski complex component and putative RNA helicase	YLR398C|SKI complex RNA helicase subunit SKI2	20180922	UniProt
DEF1	GO:0003677	"""DNA binding"""	RNAPII degradation factor	YKL054C|VID31|DNA damage-responsive RNA polymerase-degradation factor DEF1	20180922	UniProt
YKL222C	GO:0003677	"""DNA binding"""	Protein of unknown function	YKL222C	20180922	InterPro
YKL222C	GO:0003677	"""DNA binding"""	Protein of unknown function	YKL222C	20180922	UniProt
CSE4	GO:0003677	"""DNA binding"""	Centromeric histone H3-like protein	YKL049C|CSL2|centromeric DNA-binding histone H3-like protein CSE4	20180922	InterPro
CSE4	GO:0003677	"""DNA binding"""	Centromeric histone H3-like protein	YKL049C|CSL2|centromeric DNA-binding histone H3-like protein CSE4	20180922	InterPro
CSE4	GO:0003677	"""DNA binding"""	Centromeric histone H3-like protein	YKL049C|CSL2|centromeric DNA-binding histone H3-like protein CSE4	20180922	UniProt
OAF3	GO:0003677	"""DNA binding"""	Putative transcriptional repressor with Zn(2)-Cys(6) finger	YKR064W	20180922	UniProt
YRA2	GO:0003677	"""DNA binding"""	Member of the REF (RNA and export factor binding proteins) family	YKL214C	20180922	UniProt
PHD1	GO:0003677	"""DNA binding"""	Transcriptional activator that enhances pseudohyphal growth	YKL043W	20180922	InterPro
PHD1	GO:0003677	"""DNA binding"""	Transcriptional activator that enhances pseudohyphal growth	YKL043W	20180922	UniProt
PIM1	GO:0003677	"""DNA binding"""	ATP-dependent Lon protease	YBL022C|ATP-dependent Lon protease PIM1	20180922	UniProt
ETR1	GO:0003677	"""DNA binding"""	2-enoyl thioester reductase	YBR026C|MRF1'|MRF1	20180922	UniProt
EDS1	GO:0003677	"""DNA binding"""	"Putative zinc cluster protein, predicted to be a transcription factor"	YBR033W	20180922	UniProt
NRG2	GO:0003677	"""DNA binding"""	Transcriptional repressor	YBR066C	20180922	UniProt
RDH54	GO:0003677	"""DNA binding"""	DNA-dependent ATPase	YBR073W|TID1|DNA-dependent ATPase RDH54	20180922	UniProt
TBS1	GO:0003677	"""DNA binding"""	Protein of unknown function	YBR150C	20180922	InterPro
TBS1	GO:0003677	"""DNA binding"""	Protein of unknown function	YBR150C	20180922	UniProt
POL12	GO:0003677	"""DNA binding"""	B subunit of DNA polymerase alpha-primase complex	YBL035C|DNA-directed DNA polymerase alpha subunit POL12	20180922	InterPro
SMP1	GO:0003677	"""DNA binding"""	MADS-box transcription factor involved in osmotic stress response	YBR182C	20180922	InterPro
SMP1	GO:0003677	"""DNA binding"""	MADS-box transcription factor involved in osmotic stress response	YBR182C	20180922	InterPro
SMP1	GO:0003677	"""DNA binding"""	MADS-box transcription factor involved in osmotic stress response	YBR182C	20180922	UniProt
ISW1	GO:0003677	"""DNA binding"""	ATPase subunit of imitation-switch (ISWI) class chromatin remodelers	YBR245C|SGN2|chromatin-remodeling ATPase ISW1	20180922	InterPro
ISW1	GO:0003677	"""DNA binding"""	ATPase subunit of imitation-switch (ISWI) class chromatin remodelers	YBR245C|SGN2|chromatin-remodeling ATPase ISW1	20180922	UniProt
MAL33	GO:0003677	"""DNA binding"""	MAL-activator protein	YBR297W|MAL3R|MALR|transcription factor MAL33	20180922	InterPro
MAL33	GO:0003677	"""DNA binding"""	MAL-activator protein	YBR297W|MAL3R|MALR|transcription factor MAL33	20180922	InterPro
MAL33	GO:0003677	"""DNA binding"""	MAL-activator protein	YBR297W|MAL3R|MALR|transcription factor MAL33	20180922	UniProt
EXO5	GO:0003677	"""DNA binding"""	Mitochondrial 5'-3' exonuclease and sliding exonuclease	YBR163W|DEM1	20180922	UniProt
MED8	GO:0003677	"""DNA binding"""	Subunit of the RNA polymerase II mediator complex	YBR193C	20180922	UniProt
RFC1	GO:0003677	"""DNA binding"""	Subunit of heteropentameric Replication factor C (RF-C)	YOR217W|CDC44|replication factor C subunit 1	20180922	UniProt
STB5	GO:0003677	"""DNA binding"""	Transcription factor	YHR178W	20180922	InterPro
STB5	GO:0003677	"""DNA binding"""	Transcription factor	YHR178W	20180922	UniProt
STP2	GO:0003677	"""DNA binding"""	Transcription factor	YHR006W	20180922	UniProt
YAP3	GO:0003677	"""DNA binding"""	Basic leucine zipper (bZIP) transcription factor	YHL009C	20180922	UniProt
RRM3	GO:0003677	"""DNA binding"""	DNA helicase involved in rDNA replication and Ty1 transposition	YHR031C|RTT104	20180922	UniProt
RSC30	GO:0003677	"""DNA binding"""	Component of the RSC chromatin remodeling complex	YHR056C	20180922	UniProt
DNA2	GO:0003677	"""DNA binding"""	Tripartite DNA replication factor	YHR164C|WEB2|bifunctional ATP-dependent DNA helicase/ssDNA endodeoxyribonuclease DNA2	20180922	UniProt
RAD55	GO:0003677	"""DNA binding"""	Protein that stimulates strand exchange	YDR076W|putative DNA-dependent ATPase RAD55	20180922	InterPro
